Location Code	Real Property Asset Name	Installation Name	Owned or Leased	GSA Region	Street Address	City	State	Zip Code	Latitude	Longitude	Building Rentable Square Feet	Available Square Feet	Construction Date	Congressional District	Congressional District Representative Name	Building Status	Real Property Asset Type
PA0930	1835 MARKET STREET	NA	L	03	1835 MARKET ST	PHILADELPHIA	PA	19103	39.9532883	-75.1705476	"1,04,433.00"	0.00		4203	DWIGHT EVANS	Active	BUILDING
PA0932	PPA AUTOPARK AT THE FASHION DISTRICT	NA	L	03	44 N 9TH ST	PHILADELPHIA	PA	19107	39.9529144	-75.1548333	0.00	0.00		4203	DWIGHT EVANS	Active	STRUCTURE
PA0934	THE BUTZ CORPORATE CENTER	NA	L	03	842 HAMILTON ST	ALLENTOWN	PA	18101	40.6013426	-75.4747486	"5,658.00"	0.00		4207	SUSAN WILD	Active	BUILDING
PA0939	TRI COUNTY PLAZA 2	NA	L	03	80 ROBINSON ST	POTTSTOWN	PA	19464	40.2562700	-75.6605910	"6,321.00"	0.00		4204	MADELEINE DEAN	Active	BUILDING
PA0940	WARD'S RIDGE BUILDING 3	NA	L	03	103 NESBITT RD	NEW CASTLE	PA	16105	41.0556770	-80.3543050	"5,135.00"	0.00	2018	4216	MIKE KELLY	Active	BUILDING
PA0943	CHICHESTER BUSINESS PARK 3902 COLUMBIA	NA	L	03	3902 COLUMBIA AVE	LINWOOD	PA	19061	39.8219043	-75.4358545	"4,500.00"	0.00		4205	MARY GAY SCANLON	Active	BUILDING
PA0944	350 LOGAN LANE	NA	L	03	350 LOGAN LN	BADEN	PA	15005	40.6264427	-80.2277499	"7,992.00"	0.00		4217	CHRISTOPHER R. DELUZIO	Active	BUILDING
PA0947	FOUR PENN CENTER	NA	L	03	1600 JOHN F KENNEDY BLVD	PHILADELPHIA	PA	19103	39.9535290	-75.1672170	"1,75,963.00"	0.00		4203	DWIGHT EVANS	Active	BUILDING
PA0948	1605 CLUGSTON ROAD	NA	L	03	1605 CLUGSTON RD	YORK	PA	17404	39.9849578	-76.7586845	"16,660.00"	0.00		4210	SCOTT PERRY	Active	BUILDING
PA0949	CIPHER BUILDING	NA	L	03	36 E KING ST	LANCASTER	PA	17602	40.0380756	-76.3043724	"3,550.00"	0.00		4211	LLOYD SMUCKER	Active	BUILDING
PA0951	3501 CONCORD ROAD	NA	L	03	3501 CONCORD RD	YORK	PA	17402	39.9906700	-76.6585410	"23,231.00"	0.00		4210	SCOTT PERRY	Active	BUILDING
PA0952	215 PINE STREET	NA	L	03	215 PINE ST	HARRISBURG	PA	17101	40.2623300	-76.8843110	"4,376.00"	0.00		4210	SCOTT PERRY	Active	BUILDING
PA0953	GREY FOX RENTALS	NA	L	03	2851 S REACH RD	WILLIAMSPORT	PA	17701	41.2239600	-77.0707215	"15,492.00"	0.00		4212	SUMMER L. LEE	Active	BUILDING
PA0954	THE MARKETPLACE AT STEAMTOWN	NA	L	03	300 LACKAWANNA AVE	SCRANTON	PA	18503	41.4077310	-75.6676395	"11,951.00"	0.00		4208	MATT CARTWRIGHT	Active	BUILDING
PA0956	KEYSTONE PLAZA	NA	L	03	100 MARKET ST	HARRISBURG	PA	17101	40.2589300	-76.8830010	"26,948.00"	0.00	1996	4210	SCOTT PERRY	Active	BUILDING
PA0959	30 NORTH THIRD	NA	L	03	30 N 3RD ST	HARRISBURG	PA	17101	40.2612600	-76.8820110	"19,718.00"	0.00		4210	SCOTT PERRY	Active	BUILDING
PA0961	421 MALL CIRCLE DRIVE	NA	L	03	421 MALL CIRCLE DR	MONROEVILLE	PA	15146	40.4271386	-79.7919471	"66,243.00"	0.00		4218		Active	BUILDING
PA0967	600 ISABEL DRIVE	NA	L	03	600 ISABEL DR	LEBANON	PA	17042	40.3140796	-76.4198662	"5,173.00"	0.00		4209	DANIEL MEUSER	Active	BUILDING
PA0968	475 ALLENDALE ROAD	NA	L	03	475 ALLENDALE RD	KING OF PRUSSIA	PA	19406	40.0956300	-75.3918390	"34,817.00"	0.00		4204	MADELEINE DEAN	Active	BUILDING
PA0970	METRO CENTER ERIE	NA	L	03	240 W 11TH ST	ERIE	PA	16501	42.1228260	-80.0872515	"2,436.00"	0.00		4216	MIKE KELLY	Active	BUILDING
PA0971	PHEAA BERTOLINO SURFACE LOT	NA	L	03	1401 N 7TH ST	HARRISBURG	PA	17102	40.2737130	-76.8840435	0.00	0.00		4210	SCOTT PERRY	Active	STRUCTURE
PA0975	LUNA ON PINE	NA	L	03	400 S 40TH ST	PHILADELPHIA	PA	19104	39.9503880	-75.2038290	491.00	0.00		4203	DWIGHT EVANS	Active	BUILDING
PA0976	BUTZ CORPORATE CENTER	NA	L	03	840 W HAMILTON ST	ALLENTOWN	PA	18101	40.6013065	-75.4746935	908.50	0.00		4207	SUSAN WILD	Active	BUILDING
PA0977	IMPERIAL BUSINESS PARK	NA	L	03	200 INTERNATIONAL DR	OAKDALE	PA	15071	40.4347874	-80.2298561	"5,000.00"	0.00		4217	CHRISTOPHER R. DELUZIO	Active	BUILDING
PA0984	1118 RODMAN STREET	NA	L	03	1118 RODMAN ST	PHILADELPHIA	PA	19147	39.9434850	-75.1608225	"2,100.00"	0.00		4203	DWIGHT EVANS	Active	BUILDING
PA6385	IRON MOUNTAIN/NATIONAL	NA	L	03	1137 BRANCHTON RD	BOYERS	PA	16020	41.0900119	-79.9194158	"5,65,436.00"	0.00		4216	MIKE KELLY	Active	BUILDING
PA6430	THE PROFESSIONAL BUILDING NEW KENSINGTON	NA	L	03	705 5TH AVE	NEW KENSINGTON	PA	15068	40.5627700	-79.7648510	"6,642.00"	0.00		4214	GUY RESCHENTHALER	Active	BUILDING
PA6872	CENTURY PLAZA LANSDALE	NA	L	03	100 W MAIN ST	LANSDALE	PA	19446	40.2421800	-75.2856510	"3,310.00"	0.00		4201	BRIAN K. FITZPATRICK	Active	BUILDING
PA7017	JEFFERSON COURT PLAZA	NA	L	03	162 W CHESTNUT ST	WASHINGTON	PA	15301	40.1718405	-80.2494009	"5,348.00"	0.00		4214	GUY RESCHENTHALER	Active	BUILDING
PA8001	MIDATLANTIC SOCIAL SEC. CNTR	NA	F	03	300 SPRING GARDEN ST	PHILADELPHIA	PA	19123	39.9608121	-75.1434305	"5,34,016.20"	0.00	1974	4202	BRENDAN F. BOYLE	Active	BUILDING
PR0003	JOSE V. TOLEDO FB & U.S. CTHSE	NA	F	02	BUILDING 300 CALLE DEL RECINTO SUR	SAN JUAN	PR	00901	18.4672475	-66.1089601	"1,02,962.32"	412.49	1914	7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR0017	DEGETAU FB & RUIZ-NAZARIO CTHS	DEGETAU FB & CTHS	F	02	150 CARLOS E CHARDON STREET	HATO REY	PR	00918	18.4170865	-66.0617001	"4,01,403.31"	"1,33,207.73"	1974	7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR0023	DEGETAU CHILD CARE CENTER	DEGETAU FB & CTHS	F	02	150 CARLOS E. CHARDON STREET	HATO REY	PR	00918	18.4198010	-66.0609610	"14,682.23"	0.00	2001	7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR0024	GARAGE-HATO REY	DEGETAU FB & CTHS	F	02	150 CARLOS CHARDON	HATO REY	PR	00918	18.4255670	-66.0612650	"24,521.13"	0.00	2009	7298	JENNIFFER GONZÁLEZ-COLÓN	Active	STRUCTURE
PR0025	140 CARLOS CHARDON	NA	F	02	140 CARLOS CHARDON	HATO REY	PR	00918	18.4255670	-66.0612650	"1,45,833.72"	0.00	2020	7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR0521	GSA CENTER-GUAYNABO	GSA CENTER	F	02	INSULAR RD 28	GUAYNABO	PR	00934	18.4138885	-66.1288711	"81,964.91"	"37,025.61"	1941	7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR0522	ENGR ADMIN BLDG	GSA CENTER	F	02	INSULAR RD FT BUCHANON	GUAYNABO	PR	00934	18.4138885	-66.1288711	0.00	0.00	1941	7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR3882	AGUADILLA	NA	L	02	"ROAD 459, LA MONTANA INDUSTRIAL PARK, A STREET"	AGUADILLA	PR	00605	18.4569537	-67.1228485	"11,402.00"	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR3904	CENTROS NOVIOS CTR.	NA	L	02	"PR ROAD 2, KM. 157.3"	MAYAGUEZ	PR	00680	18.2035675	-67.1433611	"2,179.00"	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR3916	IBM BUILDING-HATO REY	NA	L	02	654 MUNOZ RIVERA AVE.	HATO REY	PR	00918	18.4170865	-66.0617001	"41,849.00"	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR3928	LA TORRE DE LA PLAZA	NA	L	02	525 F.D. ROOSEVELT AVE.	HATO REY	PR	00918	18.4170865	-66.0617001	"40,987.00"	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR3930	SAN PATRICIO OFF CTR	NA	L	02	7 TABONUCO STREET	GUAYNABO	PR	00968	18.4077125	-66.1092515	"1,58,492.00"	0.00	1999	7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR3933	AIRCRAFT HANGER BLDG	NA	L	02	MUNIZ BASE AIRPORT	CAROLINA	PR	00936	18.4083835	-65.9810911	"11,744.00"	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR3935	PLAZA ESCORIAL SHOPPING CENTER	NA	L	02	INTERSECTION OF PR #3 AND PR #8	CAROLINA	PR	00984	18.4083835	-65.9810911	"11,173.00"	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR3937	ARECIBO CINEMA BUILDING	NA	L	02	"ST. RD. 2, KM. 81.0"	ARECIBO	PR	00612	18.4690405	-66.7305641	"4,360.00"	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR3946	OCHOA BUILDING- SAN JUAN	NA	L	02	500 TANCA STREET	SAN JUAN	PR	00902	18.4640300	-66.1141880	"5,918.00"	0.00	1890	7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR3947	CAPITOL OFFICE BUILDING	NA	L	02	800 PONCE DE LEON	SAN JUAN	PR	00936	18.4561595	-66.0836377	"73,989.00"	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR3953	TORRE CHARDON BUILDING	NA	L	02	350 CHARDON AVENUE	SAN JUAN	PR	00918	18.4170865	-66.0617001	"1,05,890.00"	0.00	1982	7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR3956	"PR ROAD #129, KM 1.5"	NA	L	02	CARRETERA 129	ARECIBO	PR	00612	18.4584500	-66.7378700	"9,859.00"	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR3963	MEDICAL EMPORIUM OFFICE BLDG	NA	L	02	351 HOSTOS AVENUE	MAYAGUEZ	PR	00680	18.2035675	-67.1433611	"6,703.00"	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR3965	LA PUNTILLA PARKING LOT	NA	L	02	118 PASEO LA PUNTILLA	SAN JUAN	PR	00901	18.4672475	-66.1089601	0.00	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	STRUCTURE
PR3971	FSE OFFICE BUILDING	NA	L	02	"STATE ROAD #838, KM. 6.3"	SAN JUAN	PR	00918	18.4170865	-66.0617001	0.00	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR3972	CORRETERA ESTATAL #3	NA	L	02	AVE ALBISUS CAMPO	GUAYAMA	PR	00936	18.3829805	-66.0647291	"6,915.00"	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR3978	"STATE ROAD #111, K.M. 1.7"	NA	L	02	"STATE ROAD #111, K.M. 1.7"	UTUADO	PR	00641	18.2714065	-66.7056061	"5,750.00"	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR3980	"VIEQUES OFFICE PARK, INC."	NA	L	02	"CARR. #200, KM 0.04"	VIEQUES	PR	00765	18.1312235	-65.4549771	0.00	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR3981	LUIS MUNOZ MARINE INTL AIRPORT	NA	L	02	LUIS MUNOZ MARIN INTL AIRPORT	SAN JUAN	PR	00936	18.3829805	-66.0647291	"18,862.00"	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR3982	SSA AGUADILLA	NA	L	02	5000 PEDRO ALBIZU CAMPOS AVENUE	AGUADILLA	PR	00603	18.4465700	-67.1412500	"9,000.00"	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR3984	PATIO GALLERY	NA	L	02	241 AVE FD ROOSEVELT	HATO REY	PR	00918	18.4170865	-66.0617001	"20,135.00"	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR3986	RAFAEL HERNANDEZ INT'L AIRPORT	NA	L	02	RAFAEL HERNANDEZ INT'L AIRPORT	AGUADILLA	PR	00953	18.3900625	-66.2501361	"1,640.00"	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR3989	PARQUE LAS AMERICAS OFC.	NA	L	02	235 FEDERICO COSTAS ST.	HATO REY	PR	00918	18.4186700	-66.0742300	"32,133.00"	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR3991	LA RAMBLA TOWER	NA	L	02	606 TITO CASTRO AVE.	PONCE	PR	00716	18.0130555	-66.6144441	"6,148.00"	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR3994	CENTERPLEX	NA	L	02	ROAD #2 KM. 133.5	AGUADA	PR	00602	18.3710700	-67.1818000	"3,217.00"	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR3995	PARCEL B EL BARRIO	NA	L	02	PLAYA PONCE	PONCE	PR	00716	17.9949490	-66.6178070	"13,260.00"	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR3996	LA RAMBLA PLAZA CORP	NA	L	02	606 TITO CASTRO AVENUE	PONCE	PR	00716	18.0130600	-66.6144400	"4,813.00"	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR3997	THE FAJARDO GARDENS	NA	L	02	GARRIDO MORALES NUM 102	FAJARDO	PR	00738	18.3350200	-65.6596800	"14,017.00"	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR3998	MILLENNIUM PLAZA BLDG	NA	L	02	#15 SECOND STREET	GUAYNABO	PR	00968	18.3833790	-66.1112643	"93,625.00"	0.00	1990	7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR3999	PLAZA SCOTIABANK	NA	L	02	273 PONCE DE LEON AVE.	HATO REY	PR	00917	18.4246620	-66.0575430	"27,390.00"	0.00	1974	7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR4000	OFFICE PARK COMPLEX	NA	L	02	"ST. RD. #2, KIM. 157.0, HOSTOS AVEN"	MAYAGUEZ	PR	00708	18.2026140	-67.1473560	"9,544.00"	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR4001	CITY VIEW PLAZA II	NA	L	02	STATE ROAD 165	GUAYNABO	PR	00968	18.3864400	-66.1143400	"1,06,992.00"	0.00	1971	7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR4004	METRO MEDICAL CENTER BUILDING	NA	L	02	1995 STATE ROAD # 2	BAYAMON	PR	00959	18.4663340	-66.1057220	"9,337.00"	0.00	2007	7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR4005	TRIGAL PLAZA	NA	L	02	CARR #2 EXPRESO A CIALES	MANATI	PR	00936	18.4181000	-66.0748770	"7,200.00"	0.00	1989	7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR4006	EL NUEVO DIA	NA	L	02	# 50 STATE ROAD PR-165	GUAYNABO	PR	00968	18.4152280	-66.1088440	"59,196.00"	0.00	2002	7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR4007	SANTA MARIA SHOPPING CTR.	NA	L	02	"4598 ARCADIO ESTRADAAVE., SUITE 6"	SAN SEBASTIAN	PR	00685	18.3368310	-66.9916950	"1,810.00"	0.00	2007	7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR4008	EBANO OFFICE CENTER	NA	L	02	K5 EBANO STREET	GUAYNABO	PR	00966	18.4097920	-66.0982550	"9,397.00"	0.00	2000	7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR4009	GSATSBY BUILDING #2-CAGUAS	NA	L	02	30 PADIAL STREET	CAGUAS	PR	00725	18.2344750	-66.0370910	"19,648.00"	0.00	2004	7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR4010	MCS BUILDING	NA	L	02	880 AVE. TITO CASTRO	PONCE	PR	00716	17.9949500	-66.6178070	"27,386.00"	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR4021	EMPRESS BECHARA	NA	L	02	637 SOUTH SANTA TERESA AVENUE	MAYAGUEZ	PR	00682	18.1925940	-67.1386550	"2,678.00"	0.00	1997	7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR4022	SAN JUAN INDUSTRIAL PARK	NA	L	02	"ROAD#1, KM 25.5 QUEBRADA ARENAS WARD"	SAN JUAN	PR	00926	18.3736570	-66.0511920	"85,948.00"	0.00	2007	7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR4024	AEROPUERTO MERCEDITA	NA	L	02	AEROPUERTO MERCEDITA	PONCE	PR	00715	18.0116500	-66.6144210	"1,455.00"	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR4025	SANTANDER TOWER AT SAN PATRICIO	NA	L	02	B7 TABONUCO STREET	GUAYNABO	PR	00968	18.4065800	-66.1067010	"5,778.00"	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR4028	BLVD PLAZA OFFICE CENTER	NA	L	02	BLVD AVE NICANOR VASQUEZ	HUMACAO	PR	00791	18.1483850	-65.8270830	"23,899.20"	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR4030	GOVERNMENT CENTER ROBERTO SANCHEZ VILELLA	NA	L	02	"AVE. DE DIEGO, PARADA 22"	MAYAGUEZ	PR	00940	18.3916613	-66.0625890	"15,198.00"	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR4036	JARDINES DE BABILONIA	NA	L	02	"CARR. # 129 KM 21.9, BO. CALLEJONES"	LARES	PR	00669	18.2958330	-66.8812330	"2,700.00"	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR4037	EDIFICIO GUBERNAMENTAL ROSAIDA	NA	L	02	33 PADRE BERRIOS ST.	BARRANQUITAS	PR	00794	18.1865500	-66.3065010	"2,377.00"	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR4044	REXCO INDUSTRIAL PARK BUILDING	NA	L	02	"STATE ROAD 165, STREET 1"	GUAYNABO	PR	00968	18.3597300	-66.1105210	"4,048.00"	0.00	1980	7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR4045	OFFICE PARK IV	NA	L	02	"CARR #2, KM 156.5"	MAYAGUEZ	PR	00680	18.1863600	-67.1504710	"9,349.00"	0.00	2011	7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR4047	AEELA MAYAGUEZ	NA	L	02	35 AVE HIRAM D CABASSA	MAYAGUEZ	PR	00680	18.2000500	-67.1402410	"2,381.00"	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR4048	EASTERN PLAZA SHOPPING CENTER	NA	L	02	"STATE ROAD #3, KM 42.4"	FAJARDO	PR	00738	18.3269400	-65.6582610	"4,875.00"	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR4051	PLAZA LOS PALACIOS	NA	L	02	"PR # 167, KM. 14.6"	TOA ALTA	PR	00953	18.3883600	-66.2483610	"8,768.00"	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR4054	CARIBBEAN CINEMAS	NA	L	02	CARIBBEAN CINEMAS	PONCE	PR	00777	17.9976368	-66.6392296	"11,339.00"	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR4057	"SOLERES INDUSTRIAL ST. ""B"" LOT LUCHETTI INDUSTRIAL PARK BAYA"	NA	L	02	"SOLERES INDUSTRIAL ST. ""B"" LOT"	BAYAMON	PR	00960	18.4470440	-66.1726910	"13,036.00"	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR4058	"8030 TARTAK STREET, CAROLINA PUERTO RICO, 00979"	NA	L	02	8030 TARTAK STREET	CAROLINA	PR	00979	18.4757020	-66.0133940	"16,023.00"	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR4060	AMELIA INDUSTRIAL PARK	NA	L	02	AMELIA INDUSTRIAL PARK	GUAYNABO	PR	00968	18.4613730	-66.1163880	"6,600.00"	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR4061	"MENACO BUILDING, LOCALE#03,550 CARR.#05, BAYAMON, PR 00961"	NA	L	02	"LOCALE#03,550 CARR.#05"	BAYAMON	PR	00961	18.3902050	-66.1504500	"11,095.00"	0.00	1994	7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR4062	"EL MONTE TOWN CENTER, 652MUNOZ RIVERA AVE. SAN JUAN PR 00918"	NA	L	02	652 MUNOZ RIVERA AVE	SAN JUAN	PR	00918	18.4094400	-66.0571790	"42,565.00"	0.00	1967	7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR4064	PLAZA CENTRO 1 SHOPPING CENTER	NA	L	02	200 AVENIDA RAFAEL CORDERO	CAGUAS	PR	00725	18.2449766	-66.0196062	"50,088.00"	0.00	2022	7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR4065	CAPARRA OFFICE BUILDING (PR4065ZZ)	NA	L	02	103 AVENIDA GONZALEZ GIUSTI	GUAYNABO	PR	00966	18.4042899	-66.1084704	"50,341.00"	0.00	2022	7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR4066	BAYAMON HEADQUARTERS BLDG (PR4066ZZ)	NA	L	02	CARR. 28 KM 2.0	BAYAMON	PR	00961	18.4042899	-66.1084704	"47,514.00"	0.00	2022	7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR4068	"LOS FRAILES INDUSTRIAL PARK, CALLE C #475, GUAYNABO, 00969"	NA	L	02	475 CALLE C	GUAYNABO	PR	00969	18.3722580	-66.1126095	"16,676.00"	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR4069	"MEDICAL EMPORIUM II 349 AVE HOSTOS, MAYAGUEZ, PR 00680"	NA	L	02	349 AVENIDA HOSTOS	SABALOS	PR	00680	18.1847700	-67.1501610	"2,650.00"	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
PR4070	"PLAZA DEL CARIBE, 2050 PONCE BY PASS, PONCE, PR 00717"	NA	L	02	2050 PONCE BYPASS	PLAYA	PR	00716	17.9959005	-66.6120486	"3,391.00"	0.00		7298	JENNIFFER GONZÁLEZ-COLÓN	Active	BUILDING
RI0009	FEDERAL BLDG USCT - PROVIDENCE	NA	F	01	1 EXCHANGE TER	PROVIDENCE	RI	02903	41.8262130	-71.4109185	"1,22,675.55"	"11,324.05"	1908	4402	SETH MAGAZINER	Active	BUILDING
RI0010	J O PASTORE FB USPO	NA	F	01	2 EXCHANGE TERRACE	PROVIDENCE	RI	02903	41.8246950	-71.4133818	"1,06,717.00"	"14,818.77"	1940	4402	SETH MAGAZINER	Active	BUILDING
RI7085	40 QUAKER LANE	NA	L	01	30-40 QUAKER LN	WARWICK	RI	02886	41.6951500	-71.5013610	"25,298.00"	0.00		4402	SETH MAGAZINER	Active	BUILDING
RI7097	380 WESTMINSTER MALL	NA	L	01	380 WESTMINSTER ST	PROVIDENCE	RI	02903	41.8210600	-71.4146010	"1,49,208.00"	698.48	1981	4402	SETH MAGAZINER	Active	BUILDING
RI7101	BELLEVUE PLAZA	NA	L	01	130 BELLEVUE AVE	NEWPORT	RI	02840	41.4844800	-71.3084210	"5,028.00"	0.00		4401	DAVID N. CICILLINE	Active	BUILDING
RI7110	300 METRO CENTER	NA	L	01	300 METRO CENTER BLVD	WARWICK	RI	02886	41.7250349	-71.4601701	"4,215.00"	0.00		4402	SETH MAGAZINER	Active	BUILDING
RI7111	FLEET CENTER	NA	L	01	50 KENNEDY PLZ	PROVIDENCE	RI	02903	41.8246800	-71.4113610	0.00	0.00		4402	SETH MAGAZINER	Active	BUILDING
RI7114	20 RISHO STREET	NA	L	01	RISHO AVE	EAST PROVIDENCE	RI	02914	41.7997608	-71.3455633	"12,751.00"	0.00		4401	DAVID N. CICILLINE	Active	BUILDING
RI7123	10 WEYBOSSET	NA	L	01	10 WEYBOSSET ST	PROVIDENCE	RI	02903	41.8246100	-71.4091410	"22,051.00"	0.00		4402	SETH MAGAZINER	Active	BUILDING
RI7125	TWO INTERNATIONALWAY	NA	L	01	2 INTERNATIONAL WAY	WARWICK	RI	02886	41.7266673	-71.4561318	"9,754.00"	0.00		4402	SETH MAGAZINER	Active	BUILDING
RI7129	83 STATE STREET	NA	L	01	83 STATE ST	NARRAGANSETT PIER	RI	02882	41.3824474	-71.5087859	674.00	0.00		4402	SETH MAGAZINER	Active	BUILDING
RI7136	T.F. GREEN AIRPORT	NA	L	01	2000 POST RD	WARWICK	RI	02886	41.7272741	-71.4384943	"3,372.00"	0.00		4402	SETH MAGAZINER	Active	BUILDING
RI7138	UNION STATION PLAZA GARAGE	NA	L	01	5 MEMORIAL BLVD	PROVIDENCE	RI	02903	41.8261300	-71.4101110	0.00	0.00		4402	SETH MAGAZINER	Active	STRUCTURE
RI7139	METRO II - WARWICK	NA	L	01	475 KILVERT ST	WARWICK	RI	02886	41.7293000	-71.4507210	"21,439.00"	0.00		4402	SETH MAGAZINER	Active	BUILDING
RI7146	PAVILION PLAZA	NA	L	01	2168 DIAMOND HILL RD	WOONSOCKET	RI	02895	42.0152400	-71.4665810	"7,740.00"	0.00		4401	DAVID N. CICILLINE	Active	BUILDING
RI7147	1 INTERNATIONAL WAY	NA	L	01	1 INTERNATIONAL WAY	WARWICK	RI	02886	41.7266499	-71.4562654	"30,000.00"	0.00	2009	4402	SETH MAGAZINER	Active	BUILDING
RI7148	EB PROPERTIES	NA	L	01	4 PLEASANT ST	PAWTUCKET	RI	02860	41.8752090	-71.3850210	"9,012.00"	0.00	2007	4401	DAVID N. CICILLINE	Active	BUILDING
RI7150	HEMINGWAY	NA	L	01	32 HEMINGWAY DR	EAST PROVIDENCE	RI	02915	41.7975131	-71.3483330	"2,400.00"	0.00	2008	4401	DAVID N. CICILLINE	Active	BUILDING
RI7152	1543 ATWOOD DRIVE	NA	L	01	1543 ATWOOD AVE	JOHNSTON	RI	02919	41.8266200	-71.4996110	"20,560.00"	0.00	2009	4402	SETH MAGAZINER	Active	BUILDING
